날짜,FINAL_TOC,FLOW,TEMP,AERB_DO,AERB_RET,AERB_WIT,AERB_MLSS,EQ_TOC,EQ_pH,EQ_SS,DAF_TOC,DAF_pH,DAF_SS,AERA_TOC,AERA_pH,AERA_DO,AERA_MLSS,AERB_TOC,AERB_pH,CLAA_TOC,CLAA_pH,CLAA_SS,CLAB_TOC,CLAB_pH,CLAB_SS,FINAL_pH,FINAL_SS,AERA_WIT,AERA_RET,AERA_SV,AERB_SV,AERA_SRT,AERB_SRT,AERA_FM,AERB_FM,AERA_SVI,AERB_SVI,AERA_RET_CON,AERB_RET_CON
2047-12-04 01:00:00,3.5,400.15,31.0,2.53 ,159.98 ,4.0,1719.58,159.46,11.68,37.13,132.38,8.82,24.21,12.41,7.45,2.40 ,1963.33,14.23,7.35,12.59,7.65,14.02,15.23,7.48,10.38,7.94,12.83 ,5.0,159.96 ,40.0,35.0,40.00 ,35.03 ,0.06 ,0.10 ,203.74 ,203.54 ,4908.33 ,4913.10 
2047-12-04 02:00:00,3.47,399.77,31.0,2.42 ,159.96 ,4.0,1710.42,160.0,11.66,37.88,132.79,8.88,24.79,12.5,7.45,2.40 ,1956.67,14.5,7.35,12.5,7.65,14.48,15.5,7.47,10.63,7.94,12.87 ,5.0,160.00 ,40.0,35.0,40.00 ,34.97 ,0.07 ,0.10 ,204.43 ,204.63 ,4891.67 ,4886.90 
2047-12-04 03:00:00,3.42,400.02,31.0,2.40 ,160.00 ,4.0,1701.25,160.55,11.65,38.63,133.21,8.94,25.38,12.59,7.44,2.40 ,1950.0,14.77,7.36,12.41,7.64,14.94,15.77,7.46,10.88,7.94,12.66 ,5.0,160.01 ,40.0,35.0,40.00 ,34.90 ,0.07 ,0.10 ,205.13 ,205.73 ,4875.00 ,4860.71 
2047-12-04 04:00:00,3.39,400.3,31.0,2.44 ,160.01 ,4.0,1692.08,161.09,11.64,39.38,133.63,8.99,25.96,12.68,7.43,2.40 ,1943.33,15.04,7.37,12.32,7.63,15.4,16.05,7.44,11.13,7.94,12.69 ,5.0,160.00 ,40.0,35.0,40.00 ,34.83 ,0.07 ,0.10 ,205.83 ,206.85 ,4858.33 ,4834.52 
2047-12-04 05:00:00,3.32,399.96,31.0,2.41 ,160.01 ,4.0,1682.92,161.64,11.63,40.13,134.04,9.05,26.54,12.77,7.42,2.40 ,1936.67,15.32,7.38,12.23,7.62,15.85,16.32,7.43,11.38,7.94,12.58 ,5.0,160.00 ,40.0,35.0,40.00 ,34.76 ,0.07 ,0.10 ,206.54 ,207.97 ,4841.67 ,4808.33 
2047-12-04 06:00:00,3.31,399.81,31.0,2.40 ,160.00 ,4.0,1673.75,162.18,11.62,40.88,134.46,9.11,27.13,12.86,7.41,2.40 ,1930.0,15.59,7.39,12.14,7.61,16.31,16.59,7.42,11.63,7.94,12.56 ,5.0,160.01 ,40.0,35.0,40.00 ,34.69 ,0.07 ,0.10 ,207.25 ,209.11 ,4825.00 ,4782.14 
2047-12-04 07:00:00,3.3,400.05,31.0,2.47 ,160.01 ,4.0,1664.58,162.73,11.61,41.63,134.88,9.17,27.71,12.95,7.4,2.40 ,1923.33,15.86,7.4,12.05,7.6,16.77,16.86,7.41,11.88,7.96,12.28 ,5.0,159.98 ,40.0,35.0,40.00 ,34.62 ,0.07 ,0.10 ,207.97 ,210.26 ,4808.33 ,4755.95 
2047-12-04 08:00:00,3.18,399.86,31.0,2.48 ,160.01 ,4.0,1661.67,162.29,11.61,42.67,135.29,9.19,28.08,13.02,7.4,2.40 ,1920.0,15.98,7.4,11.98,7.6,17.38,16.96,7.4,12.1,7.96,12.31 ,5.0,160.03 ,40.0,35.0,40.00 ,34.62 ,0.07 ,0.10 ,208.33 ,210.63 ,4800.00 ,4747.62 
2047-12-04 09:00:00,3.14,399.92,31.0,2.37 ,159.97 ,4.0,1665.0,160.86,11.64,44.0,135.71,9.16,28.25,13.06,7.4,2.40 ,1920.0,15.94,7.4,11.94,7.6,18.13,16.88,7.41,12.31,7.6,12.26 ,5.0,159.98 ,40.0,35.0,40.00 ,34.69 ,0.07 ,0.10 ,208.33 ,210.21 ,4800.00 ,4757.14 
2047-12-04 10:00:00,3.07,400.17,31.0,2.33 ,159.99 ,4.0,1668.33,159.43,11.67,45.33,136.13,9.13,28.42,13.1,7.4,2.40 ,1920.0,15.9,7.4,11.9,7.6,18.88,16.79,7.41,12.52,7.34,12.23 ,5.0,160.01 ,40.0,35.0,40.00 ,34.76 ,0.07 ,0.10 ,208.33 ,209.79 ,4800.00 ,4766.67 
2047-12-04 11:00:00,3.06,399.81,31.0,2.35 ,160.00 ,4.0,1671.67,158.0,11.7,46.67,136.54,9.1,28.58,13.15,7.4,2.40 ,1920.0,15.85,7.4,11.85,7.6,19.63,16.71,7.41,12.73,7.34,12.05 ,5.0,160.00 ,40.0,35.0,40.00 ,34.83 ,0.07 ,0.10 ,208.33 ,209.37 ,4800.00 ,4776.19 
2047-12-04 12:00:00,2.98,399.96,31.0,2.36 ,159.99 ,4.0,1675.0,156.57,11.73,48.0,136.96,9.07,28.75,13.19,7.4,2.40 ,1920.0,15.81,7.4,11.81,7.6,20.38,16.63,7.42,12.94,7.34,12.03 ,5.0,159.98 ,40.0,35.0,40.00 ,34.90 ,0.07 ,0.10 ,208.33 ,208.96 ,4800.00 ,4785.71 
2047-12-04 13:00:00,3.02,400.25,31.0,2.38 ,160.02 ,4.0,1678.33,155.14,11.76,49.33,137.38,9.04,28.92,13.23,7.4,2.40 ,1920.0,15.77,7.4,11.77,7.6,21.13,16.54,7.42,13.15,7.34,11.89 ,5.0,160.01 ,40.0,35.0,40.00 ,34.97 ,0.07 ,0.10 ,208.33 ,208.54 ,4800.00 ,4795.24 
2047-12-04 14:00:00,2.9,400.0,31.0,2.36 ,159.99 ,4.0,1681.67,153.71,11.79,50.67,137.79,9.01,29.08,13.27,7.4,2.40 ,1920.0,15.73,7.4,11.73,7.6,21.88,16.46,7.43,13.35,7.35,11.78 ,5.0,159.99 ,40.0,35.0,40.00 ,35.03 ,0.07 ,0.10 ,208.33 ,208.13 ,4800.00 ,4804.76 
2047-12-04 15:00:00,2.87,399.88,31.0,2.36 ,159.98 ,4.0,1685.0,153.71,11.79,52.0,138.1,9.0,29.25,13.31,7.4,2.40 ,1920.0,15.69,7.4,11.69,7.6,22.63,16.38,7.43,13.56,7.35,11.79 ,5.0,160.01 ,40.0,35.0,40.00 ,35.10 ,0.07 ,0.10 ,208.33 ,207.72 ,4800.00 ,4814.29 
2047-12-04 16:00:00,2.84,400.41,31.0,2.33 ,160.03 ,4.0,1688.33,155.12,11.78,53.33,138.31,9.01,29.42,13.35,7.4,2.40 ,1920.0,15.65,7.4,11.65,7.6,23.38,16.29,7.44,13.77,7.35,11.69 ,5.0,159.99 ,40.0,35.0,40.00 ,35.17 ,0.07 ,0.10 ,208.33 ,207.31 ,4800.00 ,4823.81 
2047-12-04 17:00:00,2.84,400.14,31.0,2.34 ,160.06 ,4.0,1691.67,156.53,11.77,54.67,138.52,9.01,29.58,13.4,7.4,2.40 ,1920.0,15.6,7.4,11.6,7.6,24.13,16.21,7.44,13.98,7.35,11.74 ,5.0,159.96 ,40.0,35.0,40.00 ,35.24 ,0.07 ,0.10 ,208.33 ,206.90 ,4800.00 ,4833.33 
2047-12-04 18:00:00,2.84,399.81,31.0,2.36 ,159.98 ,4.0,1695.0,157.94,11.76,56.0,138.73,9.02,29.75,13.44,7.4,2.40 ,1920.0,15.56,7.4,11.56,7.6,24.88,16.13,7.44,14.19,7.36,11.69 ,5.0,159.99 ,40.0,35.0,40.00 ,35.31 ,0.07 ,0.10 ,208.33 ,206.49 ,4800.00 ,4842.86 
2047-12-04 19:00:00,2.88,400.05,31.0,2.31 ,160.03 ,4.0,1698.33,159.35,11.75,57.33,138.94,9.03,29.92,13.48,7.4,2.40 ,1920.0,15.52,7.4,11.52,7.6,25.63,16.04,7.45,14.4,7.35,11.63 ,5.0,160.01 ,40.0,35.0,40.00 ,35.38 ,0.07 ,0.10 ,208.33 ,206.08 ,4800.00 ,4852.38 
2047-12-04 20:00:00,2.87,399.66,31.0,2.32 ,160.01 ,4.0,1701.67,160.77,11.74,58.67,139.15,9.03,30.08,13.52,7.4,2.40 ,1920.0,15.48,7.4,11.48,7.6,26.38,15.96,7.45,14.6,7.35,11.60 ,5.0,160.02 ,40.0,35.0,40.00 ,35.45 ,0.07 ,0.10 ,208.33 ,205.68 ,4800.00 ,4861.90 
2047-12-04 21:00:00,2.82,400.18,31.0,2.34 ,160.01 ,4.0,1705.0,162.18,11.72,60.0,139.35,9.04,30.25,13.56,7.4,2.40 ,1920.0,15.44,7.4,11.44,7.6,27.13,15.88,7.46,14.81,7.36,11.46 ,5.0,160.02 ,40.0,35.0,40.00 ,35.52 ,0.07 ,0.10 ,208.33 ,205.28 ,4800.00 ,4871.43 
2047-12-04 22:00:00,2.81,400.13,31.0,2.34 ,159.97 ,4.0,1708.33,163.59,11.71,61.33,139.56,9.04,30.42,13.6,7.4,2.40 ,1920.0,15.4,7.4,11.4,7.6,27.88,15.79,7.46,15.02,7.37,11.31 ,5.0,160.02 ,40.0,35.0,40.00 ,35.59 ,0.07 ,0.10 ,208.33 ,204.88 ,4800.00 ,4880.95 
2047-12-04 23:00:00,2.81,399.72,31.0,2.31 ,160.00 ,4.0,1711.67,165.0,11.7,62.67,139.77,9.05,30.58,13.65,7.4,2.40 ,1920.0,15.35,7.4,11.35,7.6,28.63,15.71,7.46,15.23,7.36,11.37 ,5.0,159.97 ,40.0,35.0,40.00 ,35.66 ,0.07 ,0.10 ,208.33 ,204.48 ,4800.00 ,4890.48 
2048-12-03 00:00:00,2.78,400.11,31.0,2.27 ,159.95 ,4.0,1715.0,166.41,11.69,64.0,139.98,9.06,30.75,13.69,7.4,2.30 ,1920.0,15.31,7.4,11.31,7.6,29.38,15.63,7.47,15.44,7.37,11.31 ,5.0,160.03 ,40.0,35.0,40.00 ,35.73 ,0.07 ,0.10 ,208.33 ,204.08 ,4800.00 ,4900.00 
2048-12-03 01:00:00,2.76,400.12,31.0,2.32 ,160.00 ,4.0,1718.33,167.82,11.68,65.33,140.19,9.06,30.92,13.73,7.4,2.30 ,1920.0,15.27,7.4,11.27,7.6,30.13,15.54,7.47,15.65,7.39,11.23 ,5.0,160.04 ,40.0,35.0,40.00 ,35.80 ,0.07 ,0.10 ,208.33 ,203.69 ,4800.00 ,4909.52 
2048-12-03 02:00:00,2.75,400.02,31.0,2.37 ,159.97 ,4.0,1721.67,169.24,11.66,66.67,140.4,9.07,31.08,13.77,7.4,2.30 ,1920.0,15.23,7.4,11.23,7.6,30.88,15.46,7.48,15.85,7.39,11.18 ,5.0,160.03 ,40.0,35.0,40.00 ,35.87 ,0.07 ,0.10 ,208.33 ,203.29 ,4800.00 ,4919.05 
2048-12-03 03:00:00,2.77,399.9,31.0,2.35 ,160.02 ,4.0,1725.0,170.65,11.65,68.0,140.6,9.07,31.25,13.81,7.4,2.30 ,1920.0,15.19,7.4,11.19,7.6,31.63,15.38,7.48,16.06,7.38,11.21 ,5.0,159.94 ,40.0,35.0,40.00 ,35.94 ,0.07 ,0.10 ,208.33 ,202.90 ,4800.00 ,4928.57 
2048-12-03 04:00:00,2.72,400.05,31.0,2.37 ,160.01 ,4.0,1728.33,172.06,11.64,69.33,140.81,9.08,31.42,13.85,7.4,2.30 ,1920.0,15.15,7.4,11.15,7.6,32.38,15.29,7.49,16.27,7.39,11.28 ,5.0,159.98 ,40.0,35.0,40.00 ,36.01 ,0.07 ,0.10 ,208.33 ,202.51 ,4800.00 ,4938.10 
2048-12-03 05:00:00,2.7,400.12,31.0,2.36 ,160.03 ,4.0,1731.67,173.47,11.63,70.67,141.02,9.09,31.58,13.9,7.4,2.30 ,1920.0,15.1,7.4,11.1,7.6,33.13,15.21,7.49,16.48,7.4,11.11 ,5.0,160.04 ,40.0,35.0,40.00 ,36.08 ,0.07 ,0.10 ,208.33 ,202.12 ,4800.00 ,4947.62 
2048-12-03 06:00:00,2.64,400.13,31.0,2.36 ,160.01 ,4.0,1735.0,174.88,11.62,72.0,141.23,9.09,31.75,13.94,7.4,2.30 ,1920.0,15.06,7.4,11.06,7.6,33.88,15.13,7.49,16.69,7.43,11.19 ,5.0,159.99 ,40.0,35.0,40.00 ,36.15 ,0.07 ,0.10 ,208.33 ,201.73 ,4800.00 ,4957.14 
2048-12-03 07:00:00,2.69,400.06,31.0,2.37 ,159.95 ,4.0,1738.33,176.29,11.61,73.33,141.44,9.1,31.92,13.98,7.4,2.30 ,1920.0,15.02,7.4,11.02,7.6,34.63,15.04,7.5,16.9,7.44,11.11 ,5.0,159.96 ,40.0,35.0,40.00 ,36.22 ,0.07 ,0.10 ,208.33 ,201.34 ,4800.00 ,4966.67 
2048-12-03 08:00:00,2.58,399.58,31.0,2.39 ,159.99 ,4.0,1741.04,176.71,11.6,73.92,141.65,9.1,32.21,13.98,7.4,2.30 ,1923.13,14.96,7.4,11.0,7.6,34.63,14.94,7.5,16.98,7.45,11.18 ,5.0,160.00 ,40.0,35.0,40.00 ,36.21 ,0.07 ,0.10 ,207.99 ,201.03 ,4807.81 ,4974.40 
2048-12-03 09:00:00,2.66,399.98,31.0,2.43 ,159.99 ,4.0,1743.13,176.14,11.6,73.75,141.85,9.1,32.63,13.94,7.41,2.30 ,1929.38,14.88,7.41,11.0,7.6,33.88,14.81,7.51,16.94,7.44,5.53 ,5.0,160.00 ,40.0,35.0,40.00 ,36.14 ,0.07 ,0.10 ,207.32 ,200.79 ,4823.44 ,4980.36 
2048-12-03 10:00:00,61.68,400.05,31.0,2.40 ,160.01 ,4.0,1745.21,175.57,11.6,73.58,142.06,9.1,33.04,13.9,7.41,2.30 ,1935.63,14.79,7.41,11.0,7.6,33.13,14.69,7.51,16.9,7.57,(0.23),5.0,160.03 ,40.0,35.0,40.00 ,36.07 ,0.07 ,0.10 ,206.65 ,200.55 ,4839.06 ,4986.31 
2048-12-03 11:00:00,2.43,399.87,31.0,2.39 ,160.01 ,4.0,1747.29,175.0,11.6,73.42,142.27,9.1,33.46,13.85,7.41,2.30 ,1941.88,14.71,7.41,11.0,7.6,32.38,14.56,7.51,16.85,7.42,8.28 ,5.0,160.00 ,40.0,35.0,40.00 ,35.99 ,0.07 ,0.10 ,205.99 ,200.31 ,4854.69 ,4992.26 
2048-12-03 12:00:00,2.37,399.96,31.0,2.36 ,160.02 ,4.0,1749.38,174.43,11.6,73.25,142.48,9.1,33.88,13.81,7.42,2.30 ,1948.13,14.63,7.42,11.0,7.6,31.63,14.44,7.52,16.81,7.4,11.01 ,5.0,160.02 ,40.0,35.0,40.00 ,35.92 ,0.07 ,0.10 ,205.33 ,200.07 ,4870.31 ,4998.21 
2048-12-03 13:00:00,2.46,400.0,31.0,2.34 ,160.00 ,4.0,1751.46,173.86,11.6,73.08,142.69,9.1,34.29,13.77,7.42,2.30 ,1954.38,14.54,7.42,11.0,7.6,30.88,14.31,7.52,16.77,7.4,10.79 ,5.0,159.98 ,40.0,35.0,40.00 ,35.85 ,0.07 ,0.10 ,204.67 ,199.83 ,4885.94 ,5004.17 
2048-12-03 14:00:00,2.47,400.03,31.0,2.31 ,159.97 ,4.0,1753.54,173.29,11.6,72.92,142.9,9.1,34.71,13.73,7.43,2.30 ,1960.63,14.46,7.43,11.0,7.6,30.13,14.19,7.53,16.73,7.37,10.83 ,5.0,159.97 ,40.0,35.0,40.00 ,35.78 ,0.07 ,0.10 ,204.02 ,199.60 ,4901.56 ,5010.12 
2048-12-03 15:00:00,2.47,400.32,31.0,2.28 ,160.02 ,4.0,1755.63,172.65,11.6,72.75,143.19,9.1,35.13,13.69,7.43,2.30 ,1966.88,14.38,7.43,11.0,7.6,29.38,14.06,7.53,16.69,7.38,10.71 ,5.0,159.98 ,40.0,35.0,40.00 ,35.70 ,0.07 ,0.10 ,203.37 ,199.36 ,4917.19 ,5016.07 
2048-12-03 16:00:00,2.45,399.81,31.0,2.21 ,160.01 ,4.0,1757.71,171.94,11.61,72.58,143.56,9.1,35.54,13.65,7.44,2.30 ,1973.13,14.29,7.44,11.0,7.6,28.63,13.94,7.54,16.65,7.36,10.62 ,5.0,160.01 ,40.0,35.0,40.00 ,35.63 ,0.07 ,0.10 ,202.72 ,199.12 ,4932.81 ,5022.02 
2048-12-03 17:00:00,2.46,400.19,31.0,2.14 ,159.99 ,4.0,1759.79,171.24,11.61,72.42,143.94,9.1,35.96,13.6,7.44,2.30 ,1979.38,14.21,7.44,11.0,7.6,27.88,13.81,7.54,16.6,7.35,10.57 ,5.0,160.00 ,40.0,35.0,40.00 ,35.56 ,0.07 ,0.10 ,202.08 ,198.89 ,4948.44 ,5027.98 
2048-12-03 18:00:00,2.47,400.02,31.0,2.14 ,159.99 ,4.0,1761.88,170.53,11.62,72.25,144.31,9.1,36.38,13.56,7.44,2.30 ,1985.63,14.13,7.44,11.0,7.6,27.13,13.69,7.54,16.56,7.36,10.64 ,5.0,160.01 ,40.0,35.0,40.00 ,35.49 ,0.07 ,0.10 ,201.45 ,198.65 ,4964.06 ,5033.93 
2048-12-03 19:00:00,2.43,399.86,31.0,2.16 ,160.02 ,4.0,1763.96,169.82,11.63,72.08,144.69,9.1,36.79,13.52,7.45,2.30 ,1991.88,14.04,7.45,11.0,7.6,26.38,13.56,7.55,16.52,7.36,10.57 ,5.0,160.05 ,40.0,35.0,40.00 ,35.42 ,0.07 ,0.10 ,200.82 ,198.42 ,4979.69 ,5039.88 
2048-12-03 20:00:00,2.39,399.99,31.0,1.99 ,160.02 ,4.0,1766.04,169.12,11.63,71.92,145.06,9.1,37.21,13.48,7.45,2.30 ,1998.13,13.96,7.45,11.0,7.6,25.63,13.44,7.55,16.48,7.36,10.50 ,5.0,160.02 ,40.0,35.0,40.00 ,35.35 ,0.07 ,0.11 ,200.19 ,198.18 ,4995.31 ,5045.83 
2048-12-03 21:00:00,2.35,400.11,31.0,1.85 ,159.98 ,4.0,1768.13,168.41,11.64,71.75,145.44,9.1,37.63,13.44,7.46,2.30 ,2004.38,13.88,7.46,11.0,7.6,24.88,13.31,7.56,16.44,7.36,10.55 ,5.0,159.97 ,40.0,35.0,40.00 ,35.29 ,0.07 ,0.11 ,199.56 ,197.95 ,5010.94 ,5051.79 
2048-12-03 22:00:00,2.28,399.92,31.0,1.84 ,160.00 ,4.0,1770.21,167.71,11.64,71.58,145.81,9.1,38.04,13.4,7.46,2.30 ,2010.63,13.79,7.46,11.0,7.6,24.13,13.19,7.56,16.4,7.38,10.47 ,5.0,159.98 ,40.0,35.0,40.00 ,35.22 ,0.07 ,0.11 ,198.94 ,197.72 ,5026.56 ,5057.74 
2048-12-03 23:00:00,2.24,399.94,31.0,1.92 ,160.01 ,4.0,1772.29,167.0,11.65,71.42,146.19,9.1,38.46,13.35,7.46,2.30 ,2016.88,13.71,7.46,11.0,7.6,23.38,13.06,7.56,16.35,7.39,10.44 ,5.0,160.03 ,40.0,35.0,40.00 ,35.15 ,0.07 ,0.11 ,198.33 ,197.48 ,5042.19 ,5063.69 
2049-12-03 00:00:00,2.17,399.93,29.0,1.92 ,159.98 ,4.0,1774.38,166.29,11.66,71.25,146.56,9.1,38.88,13.31,7.47,1.10 ,2023.13,13.63,7.47,11.0,7.6,22.63,12.94,7.57,16.31,7.38,10.50 ,5.0,160.02 ,45.0,35.0,45.00 ,39.47 ,0.07 ,0.11 ,222.43 ,197.25 ,4495.83 ,5069.64 
2049-12-03 01:00:00,2.19,400.12,29.0,1.89 ,160.02 ,4.0,1776.46,165.59,11.66,71.08,146.94,9.1,39.29,13.27,7.47,1.10 ,2029.38,13.54,7.47,11.0,7.6,21.88,12.81,7.57,16.27,7.36,10.34 ,5.0,160.00 ,45.0,35.0,45.00 ,39.39 ,0.07 ,0.11 ,221.74 ,197.02 ,4509.72 ,5075.60 
2049-12-03 02:00:00,2.24,399.88,29.0,1.85 ,159.97 ,4.0,1778.54,164.88,11.67,70.92,147.31,9.1,39.71,13.23,7.48,1.10 ,2035.63,13.46,7.48,11.0,7.6,21.13,12.69,7.58,16.23,7.37,10.50 ,5.0,160.05 ,45.0,35.0,45.00 ,39.32 ,0.07 ,0.11 ,221.06 ,196.79 ,4523.61 ,5081.55 
2049-12-03 03:00:00,2.23,399.79,29.0,1.89 ,160.02 ,4.0,1780.63,164.18,11.67,70.75,147.69,9.1,40.13,13.19,7.48,1.10 ,2041.88,13.38,7.48,11.0,7.6,20.38,12.56,7.58,16.19,7.38,10.29 ,5.0,159.99 ,45.0,35.0,45.00 ,39.24 ,0.07 ,0.11 ,220.39 ,196.56 ,4537.50 ,5087.50 
2049-12-03 04:00:00,2.21,400.38,29.0,1.86 ,159.79 ,4.0,1782.71,163.47,11.68,70.58,148.06,9.1,40.54,13.15,7.49,1.10 ,2048.13,13.29,7.49,11.0,7.6,19.63,12.44,7.59,16.15,7.39,10.32 ,5.0,160.00 ,45.0,35.0,45.00 ,39.17 ,0.07 ,0.11 ,219.71 ,196.33 ,4551.39 ,5093.45 
2049-12-03 05:00:00,2.2,400.21,29.0,1.85 ,160.11 ,4.0,1784.79,162.77,11.69,70.42,148.44,9.1,40.96,13.1,7.49,1.10 ,2054.38,13.21,7.49,11.0,7.6,18.88,12.31,7.59,16.1,7.38,10.17 ,5.0,160.02 ,45.0,35.0,45.00 ,39.09 ,0.07 ,0.11 ,219.04 ,196.10 ,4565.28 ,5099.40 
2049-12-03 06:00:00,2.3,399.91,29.0,1.76 ,160.01 ,4.0,1786.88,162.06,11.69,70.25,148.81,9.1,41.38,13.06,7.49,1.10 ,2060.63,13.13,7.49,11.0,7.6,18.13,12.19,7.59,16.06,7.37,10.31 ,5.0,160.04 ,45.0,35.0,45.00 ,39.02 ,0.07 ,0.11 ,218.38 ,195.87 ,4579.17 ,5105.36 
2049-12-03 07:00:00,2.28,400.02,29.0,1.68 ,160.03 ,4.0,1788.96,161.35,11.7,70.08,149.19,9.1,41.79,13.02,7.5,1.10 ,2066.88,13.04,7.5,11.0,7.6,17.38,12.06,7.6,16.02,7.37,10.24 ,5.0,160.01 ,45.0,35.0,45.00 ,38.95 ,0.07 ,0.11 ,217.72 ,195.64 ,4593.06 ,5111.31 
2049-12-03 08:00:00,2.27,400.03,29.0,1.70 ,160.07 ,4.0,1790.56,162.5,11.7,70.06,149.56,9.09,42.13,13.0,7.5,1.10 ,2071.04,12.98,7.5,11.0,7.6,16.92,11.99,7.6,15.93,7.36,10.37 ,5.0,159.97 ,45.0,35.0,45.00 ,38.91 ,0.07 ,0.11 ,217.28 ,195.47 ,4602.31 ,5115.87 
2049-12-03 09:00:00,2.2,399.94,29.0,1.69 ,160.00 ,4.0,1791.67,165.5,11.7,70.17,149.94,9.06,42.38,13.0,7.5,1.10 ,2073.13,12.95,7.5,11.0,7.6,16.77,11.98,7.6,15.79,7.38,10.23 ,5.0,159.98 ,45.0,35.0,45.00 ,38.89 ,0.07 ,0.11 ,217.06 ,195.35 ,4606.94 ,5119.05 
2049-12-03 10:00:00,2.23,399.89,29.0,1.49 ,160.01 ,4.0,1792.78,168.5,11.7,70.28,150.31,9.03,42.63,13.0,7.51,1.10 ,2075.21,12.92,7.51,11.0,7.61,16.62,11.97,7.61,15.65,7.35,10.31 ,5.0,159.98 ,45.0,35.0,45.00 ,38.88 ,0.07 ,0.11 ,216.85 ,195.23 ,4611.57 ,5122.22 
2049-12-03 11:00:00,2.16,399.89,29.0,1.27 ,160.00 ,4.0,1793.89,171.5,11.7,70.39,150.69,9.0,42.88,13.0,7.51,1.10 ,2077.29,12.89,7.51,11.0,7.61,16.47,11.95,7.61,15.51,7.37,10.10 ,5.0,159.96 ,45.0,35.0,45.00 ,38.86 ,0.07 ,0.11 ,216.63 ,195.11 ,4616.20 ,5125.40 
2049-12-03 12:00:00,2.15,400.07,29.0,1.24 ,159.99 ,4.0,1795.0,174.5,11.7,70.5,151.06,8.97,43.13,13.0,7.51,1.10 ,2079.38,12.86,7.51,11.0,7.61,16.31,11.94,7.61,15.38,7.4,10.12 ,5.0,159.97 ,45.0,35.0,45.00 ,38.85 ,0.07 ,0.11 ,216.41 ,194.99 ,4620.83 ,5128.57 
2049-12-03 13:00:00,2.19,400.22,29.0,1.27 ,160.01 ,4.0,1796.11,177.5,11.7,70.61,151.44,8.94,43.38,13.0,7.52,1.10 ,2081.46,12.82,7.52,11.0,7.62,16.16,11.92,7.62,15.24,7.41,10.19 ,5.0,159.99 ,45.0,35.0,45.00 ,38.83 ,0.07 ,0.11 ,216.19 ,194.87 ,4625.46 ,5131.75 
2049-12-03 14:00:00,2.15,399.83,29.0,1.25 ,159.99 ,4.0,1797.22,180.5,11.7,70.72,151.81,8.91,43.63,13.0,7.52,1.10 ,2083.54,12.79,7.52,11.0,7.62,16.01,11.91,7.62,15.1,7.4,10.02 ,5.0,159.98 ,45.0,35.0,45.00 ,38.82 ,0.07 ,0.11 ,215.98 ,194.74 ,4630.09 ,5134.92 
2049-12-03 15:00:00,2.16,400.03,29.0,1.18 ,159.96 ,4.0,1798.33,182.0,11.7,70.83,152.33,8.9,43.88,13.0,7.52,1.10 ,2085.63,12.76,7.52,11.0,7.62,15.85,11.9,7.62,14.96,7.39,9.96 ,5.0,159.95 ,45.0,35.0,45.00 ,38.80 ,0.07 ,0.11 ,215.76 ,194.62 ,4634.72 ,5138.10 
2049-12-03 16:00:00,2.14,400.24,29.0,1.15 ,159.98 ,4.0,1799.44,182.0,11.7,70.94,153.0,8.91,44.13,13.0,7.52,1.10 ,2087.71,12.73,7.52,11.0,7.62,15.7,11.88,7.62,14.82,7.41,9.97 ,5.0,160.02 ,45.0,35.0,45.00 ,38.79 ,0.07 ,0.11 ,215.55 ,194.50 ,4639.35 ,5141.27 
2049-12-03 17:00:00,2.11,399.71,29.0,1.18 ,160.06 ,4.0,1800.56,182.0,11.7,71.06,153.67,8.92,44.38,13.0,7.53,1.10 ,2089.79,12.69,7.53,11.0,7.63,15.55,11.87,7.63,14.68,7.41,9.94 ,5.0,159.98 ,45.0,35.0,45.00 ,38.77 ,0.07 ,0.11 ,215.33 ,194.38 ,4643.98 ,5144.44 
2049-12-03 18:00:00,2.22,400.07,29.0,1.17 ,160.00 ,4.0,1801.67,182.0,11.7,71.17,154.33,8.92,44.63,13.0,7.53,1.10 ,2091.88,12.66,7.53,11.0,7.63,15.4,11.85,7.63,14.54,7.41,9.84 ,5.0,160.05 ,45.0,35.0,45.00 ,38.76 ,0.07 ,0.11 ,215.12 ,194.26 ,4648.61 ,5147.62 
2049-12-03 19:00:00,2.17,400.37,29.0,1.14 ,160.02 ,4.0,1802.78,182.0,11.7,71.28,155.0,8.93,44.88,13.0,7.53,1.10 ,2093.96,12.63,7.53,11.0,7.63,15.24,11.84,7.63,14.4,7.37,9.78 ,5.0,160.04 ,45.0,35.0,45.00 ,38.74 ,0.07 ,0.11 ,214.90 ,194.14 ,4653.24 ,5150.79 
2049-12-03 20:00:00,2.19,399.87,29.0,1.13 ,160.00 ,4.0,1803.89,182.0,11.7,71.39,155.67,8.93,45.13,13.0,7.53,1.10 ,2096.04,12.6,7.53,11.0,7.63,15.09,11.83,7.63,14.26,7.4,9.79 ,5.0,159.98 ,45.0,35.0,45.00 ,38.73 ,0.07 ,0.11 ,214.69 ,194.03 ,4657.87 ,5153.97 
2049-12-03 21:00:00,2.28,410.78,29.0,0.96 ,164.35 ,4.0,1805.0,182.0,11.7,71.5,156.33,8.94,45.38,13.0,7.54,1.10 ,2098.13,12.57,7.54,11.0,7.64,14.94,11.81,7.64,14.13,7.42,9.82 ,5.0,164.24 ,45.0,35.0,45.00 ,38.71 ,0.07 ,0.11 ,214.48 ,193.91 ,4662.50 ,5157.14 
